smiles,total_score,Tanimoto ROCS sim,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)N(C)CC(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49696323,0.26165688,0.00054295536,0.9933835,8.06,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)N3CCC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9737855,0.27682737,0.99082726,0.9567437,-13.134,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9705161,0.22850029,0.9842205,0.9568116,-12.18,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCCOCCOCCOCCOCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.09627847,0.30461258,0.1618372,0.030719725,-2.143,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98108053,0.31825474,0.98788136,0.9742797,-12.645,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8417506,0.19387838,0.88715106,0.7963501,-8.582,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.44948032,0.25694114,0.89896065,0.0,-8.797,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96049774,0.2524355,0.94967043,0.9713251,-10.103,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9355496,0.25409102,0.8779051,0.99319416,-8.427,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.58802855,0.23132,0.750487,0.4255701,-6.913,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)Nc3ccc(COCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,7.956462e-11,0.23775119,1.5912924e-10,0.0,34.193,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC(=O)Nc3cccc(C(=O)[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9892843,0.23225844,0.99250996,0.98605853,-13.489,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCC(=O)N3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9851599,0.27216887,0.9933685,0.9769512,-13.702,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCC(=O)NCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98265386,0.23245731,0.98383147,0.9814763,-12.137,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCC(=O)NCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9556278,0.19544686,0.97535866,0.935897,-11.39,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCC(=O)NCCOCCOCCOCCOCCNc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCC(=O)Nc3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8643602,0.24047188,0.9056562,0.8230642,-8.929,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCC(=O)NCCCCCCNC(=O)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.018632554,0.2126265,0.011235512,0.026029594,2.778,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCC(=O)Nc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9321002,0.20558846,0.93105906,0.93314135,-9.522,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCC(NC(C)=O)C(=O)OCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.59147674,0.16114548,0.6814468,0.5015067,-6.321,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCC(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.25003955,0.18257202,0.0016501854,0.49842888,6.127,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCC(=O)NCc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49660692,0.21883072,1.29121926e-17,0.99321383,62.556,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCC(=O)Nc3cccc(OCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.22460885,0.27544308,0.0066618845,0.44255581,3.694,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCC(=O)NCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9152256,0.2342735,0.91255057,0.9179006,-9.074,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCCC(=O)NS(=O)(=O)N3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.15576397,0.16473755,0.3083954,0.0031325568,-3.597,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.85729706,0.21789494,0.9009816,0.8136125,-8.836,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.70690036,0.22974052,0.4206613,0.9931394,-4.444,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9782493,0.19325268,0.97996855,0.97653013,-11.758,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCCNC(=O)c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.36021045,0.26314953,0.071381755,0.64903915,-0.543,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCNC(=O)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95370275,0.21584088,0.9631086,0.9442969,-10.667,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96951705,0.21796285,0.98159516,0.95743895,-11.908,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCNC(=O)NCCOCCOCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.054463733,0.2719321,0.02675903,0.08216844,1.243,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCCNC(=O)c3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,3.258142e-08,0.2839862,6.516284e-08,0.0,23.744,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCNC(=O)COCCOc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.507842,0.3461309,0.63687605,0.378808,-5.976,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9873571,0.13682476,0.9882946,0.98641956,-12.706,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCCNC(=O)c3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.14694518,0.2685332,0.0040526246,0.28983772,4.562,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9842048,0.22077006,0.988558,0.97985166,-12.746,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCCNC(=O)c3ccc(C)c(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.29968128,0.17105807,0.0023481671,0.59701437,5.513,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)CCOCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.20693529,0.28469214,0.32294267,0.0909279,-3.714,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)COCC(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8501775,0.24655917,0.827178,0.873177,-7.72,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)COCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.5413695,0.23300658,0.6142286,0.46851042,-5.808,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)COCCOC3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.65101945,0.2306574,0.66280264,0.6392363,-6.174,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)COCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9372549,0.24259056,0.9354675,0.9390424,-9.645,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)COCc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97050965,0.24289231,0.9723576,0.9686617,-11.185,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9823807,0.18360785,0.99096745,0.9737939,-13.161,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9871812,0.1969674,0.99264145,0.981721,-13.52,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.4953241,0.23288283,0.6635741,0.3270741,-6.18,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCNC(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.87932307,0.26215392,0.8780901,0.88055605,-8.43,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCOCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.945772,0.2185455,0.9678946,0.9236494,-10.917,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCOCCCOCCOCc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.4562557,0.25903592,0.17638922,0.7361222,-2.323,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.09015827,0.24031842,0.14739938,0.032917153,-1.951,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCCOc3ccc(CC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9388155,0.21178132,0.96492535,0.9127056,-10.758,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCN(C)c3cccc(COCCOCCOCCOCC[100O][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.007626646,0.23125327,0.014031785,0.0012215077,2.387,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCN3CCC(COCCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)C(CC(C)C)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.54033357,0.19167472,0.088187225,0.99247986,-0.942,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)CCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.42349598,0.17081931,0.10198443,0.7450075,-1.221,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98675865,0.1883742,0.9900538,0.9834635,-12.992,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.973974,0.1626571,0.98375803,0.96419,-12.129,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)COCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.26184398,0.26021305,0.5192746,0.0044133905,-5.134,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9793079,0.21737164,0.9982929,0.9603228,-16.068,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)N3CC[100N]([100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)CC3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98215044,0.20566407,0.9928405,0.9714604,-13.568,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)NCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9559056,0.25350973,0.9458236,0.9659876,-9.968,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9180286,0.22534278,0.90015686,0.9359003,-8.82,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCNC(=O)c3ccc(OCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.92263156,0.19810762,0.9312067,0.9140564,-9.526,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9802972,0.19524525,0.9976906,0.96290374,-15.542,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOCCCNCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.33878028,0.23284966,0.67756057,0.0,-6.29,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9095918,0.25685173,0.93819237,0.8809912,-9.725,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOCCOCCOCCNC(=O)c3cccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.3393491,0.23869383,0.541066,0.1376322,-5.286,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOc3ccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97977567,0.3075436,0.9871506,0.97240067,-12.542,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9881579,0.3113691,0.99148786,0.984828,-13.265,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCOc3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9769777,0.2446734,0.98476535,0.96919006,-12.242,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCc3cccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.026620107,0.0,0.053240214,0.0,0.0,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)CCCCn3cc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)nn3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.47476634,0.20814542,0.9495327,0.0,-10.098,1
